,Tanggal,id,username,teks,Label
20,2022-10-18 23:41:23,1.58252E+18,Rum_ana,"Bagaimana pun Sulitnya?..rakyat hanya bisa diam, kalau negara yg berperan.termasuk monopoli ekonomi yg dampaknya langsung ke pengusaha kecil dn UMKM.peternak ayam contohnya. 
Bagaimana Islam menyikapi hal ini?. Simak di Serba-serbi MMC     
#Islamkaffah
https://t.co/fdVZ6TBsDq",
21,2022-10-18 23:39:56,1.58252E+18,Rini_Koesno_Reborn,"Akibat monopoli dan dominasi yang kuat dari perusahaan-perusahaan integrator, yang merugikan pengusaha-pengusaha kecil (termasuk para peternak ayam mandiri dan UMKM) Bagaimana Islam memandang hal ini? 
https://t.co/j35Vkm0G9K
Serba-serbi MMC     
#Islamkaffah",
22,2022-10-18 23:38:37,1.58252E+18,Umi Afifa,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. 
Simak videonya di Serba-serbi MMC 
https://t.co/ADlAC3qC0L

#IslamKaffah",
23,2022-10-18 23:38:28,1.58252E+18,Indra_Born,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran.Bagaimana Islam memandang hal ini? SImak dalam video berikut ini!

https://t.co/sIfQLMYuf2
      
Serba-serbi MMC     
#Islamkaffah",
24,2022-10-18 23:37:11,1.58252E+18,Henny RedDoorz,"RT @sandiuno: 2 tahun kemarin menjadi masa yang berat bagi kita semua, terutama teman-teman pelaku UMKM. https://t.co/Jzr0egUzjK",
25,2022-10-18 23:37:11,1.58252E+18,𝗬𝘂𝘂𝗷𝗶,"RT @U_RamlanGinting: @idextratime Hidup seperti biasa.
Nabung harusnya dilakukan dengan atau tanpa adanya resesi.
Tetap Belanja ke warung k…",
26,2022-10-18 23:35:52,1.58252E+18,Ghaziah,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran,dikarenakan adanya monopoli dari perusahaan² integrator..

https://t.co/ZSt5f06QEa
Serba-serbi MMC
#IslamKaffah",
27,2022-10-18 23:35:49,1.58252E+18,def,"RT @PDI_Perjuangan: BPJPH dan Selly Andriany Gantina Sosialisasikan Sertifikasi Halal Gratis Kepada Pelaku UMKM

Selly Andriany Gantina ber…",
28,2022-10-18 23:34:10,1.58252E+18,Erika Lg dagang | topup ml,"@sedulitsambel @worksfess noted, resesi diluar bisa ngedampak juga buat kita kan ya kak apalagi negara yg transaksinya sama kita. 
makanya aku bilang ttp spend buat umkm, biar roda ekonomi berputar",1
29,2022-10-18 23:33:15,1.58252E+18,Icha,"Yah beginilah di sistem kapitalis hari ini, para peternak ayam mandiri dan UMKM sedang merugi,akibat monopoli bisnis ayam!
https://t.co/vTjcyn39Bs
Serba - serbi Mmc
#IslamKaffah https://t.co/tTAzYLDeS1",
30,2022-10-18 23:33:15,1.58252E+18,Indoneysia,TP PKK Kota Medan Gelar Pelatihan Pemasaran Online Bagi Pelaku UMKM https://t.co/OZEBksEX1r https://t.co/t0qstuDJrQ,
31,2022-10-18 23:31:40,1.58251E+18,Just Ant,"RT @KWidiarso: @bachrum_achmadi Gak bisa kerja....ngapain diperpanjang dan dibela...?

Mosok APBD hampir Rp400 T, cuma bikin trotoar dan sh…",
32,2022-10-18 23:30:35,1.58251E+18,Nomad,"Sering Mati Lampu, Masyarakat dan UMKM Rugi. Menuntut PLN Profesional - Sign the Petition! https://t.co/GdEEezipiN lewat @Change",0
34,2022-10-18 23:29:36,1.58251E+18,stobeyi,@GanjaranApp alhamdulillah semangat para UMKM jayaa #GanjaranApp #GanjarKita,1
35,2022-10-18 23:29:06,1.58251E+18,An,"RT @perinttah: @piewnapple @candyjelly__ @worksfess padahal kita udh lewatin resesi 2020 kak yg gak kalah serem, karena ga ad  yg menduga d…",
36,2022-10-18 23:26:56,1.58251E+18,Lei olshop,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/DeqUNukcKY",
37,2022-10-18 23:26:47,1.58251E+18,Musia hana,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/UiwBh83BoP",
38,2022-10-18 23:26:36,1.58251E+18,Faliha yusra,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/iU0DdhtoKV",
39,2022-10-18 23:26:34,1.58251E+18,azmil muzakki,@ngrhdwp duka duka umkm,0
40,2022-10-18 23:26:27,1.58251E+18,lei sukabumi,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/o1ZSWsKunF",
41,2022-10-18 23:26:15,1.58251E+18,Jalan Kembali,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/SheStiG4co",
42,2022-10-18 23:26:05,1.58251E+18,Leihana Ummu Muhammad,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/b6l25mW1Jg",
43,2022-10-18 23:25:54,1.58251E+18,Hijau Segar,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/T9SpCHdRax",
44,2022-10-18 23:25:38,1.58251E+18,Ibu 2Anak,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dr korporasi. Temukan solusinya d serba serbi MMC 
#islamkaffah 
https://t.co/Gm5bmHvUD5",
45,2022-10-18 23:25:21,1.58251E+18,Icha,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi sulit. Hal in disebabkan adanya monopoli dan dominasi yang kuat dari perusahaan-perusahaan integrator, yang merugikan mereka. Selengkapnya dalam video serba-serbi MMC
#IslamKaffah 
https://t.co/NxqdGpXXOU",
46,2022-10-18 23:22:49,1.58251E+18,Ria Navarita,"RT @yrstargaryen: @Joen_bam @worksfess bener sih keputusan emg d tangan masing"" cuman dr video"" tsb jd banyak orang lebih memilih saving du…",
47,2022-10-18 23:22:46,1.58251E+18,bubblegum,"RT @dikkdikkk: rekomendasi jaket trucker dr brand lokal indonesia di selasa sore ini. bisa buat kepribadian ke canggu ubud, balai kota atau…",
49,2022-10-18 23:17:08,1.58251E+18,Pikiran Rakyat Depok,Cek Nama Pelaku Usaha yang Berhak Dapat BPUM 2022 atau BLT UMKM Rpp600.000 di Sini https://t.co/KVDAe0cml1,1
50,2022-10-18 23:16:56,1.58251E+18,Wanda Anela Putri,Pemprov Jatim mempunyai program pengajuan kredit usaha untuk ultra mikro dan UMKM dengan bunga setahun 3 persen. https://t.co/P226bOjuN2,
51,2022-10-18 23:16:55,1.58251E+18,Zaskia Amelia Putri,"Pemprov Jatim mempunyai program dengan bunga setahun 3 persen di Bank UMKM Jatim. Ini untuk pelaku usaha mikro dan ultra mikro, karena maksimal hanya boleh (pinjam) sampai Rp10 juta https://t.co/NCnwNyGSgb",
52,2022-10-18 23:16:52,1.58251E+18,Bintang Satya,"Gubernur Jatim menjelaskan, pemprov mempunyai program dengan bunga setahun 3 persen di Bank UMKM Jatim. Ini untuk pelaku usaha mikro dan ultra mikro, karena maksimal hanya boleh (pinjam) sampai Rp10 juta https://t.co/RWVNyWMvCB",
53,2022-10-18 23:16:46,1.58251E+18,Aliftahriza Hikmah,"Pemprov mempunyai program dengan bunga setahun 3 persen di Bank UMKM Jatim. Pada tahun 2022, dialokasikan anggaran hingga Rp7,5 miliar hingga akhir tahun guna membantu pelaku usaha ultra mikro dan UMKM itu. https://t.co/mqgEuZTTPz",1
54,2022-10-18 23:16:43,1.58251E+18,Sinta Ramadhani,"Gubernur Jatim menjelaskan, pemerintah mempunyai program pengajuan kredit usaha untuk ultra mikro dan UMKM dengan bunga setahun 3 persen. https://t.co/DcX7kvP9HP",
55,2022-10-18 23:15:44,1.58251E+18,Jokowi BangET,"RT @denni_sauya: Selayaknya kita dukung langkah Mas Mentrih meminta pengusaha ritel untuk menggandeng UMKM.

Optimis dgn pengusaha ritel da…",1
56,2022-10-18 23:15:05,1.58251E+18,Sandiaga Salahuddin Uno,"Alhamdulillah, UMKM kita memang tangguh. Mampu melewati cobaan yang begitu berat. Dan saya yakin UMKM kita juga akan mampu bertahan dari resesi global yang diprediksi akan terjadi di tahun depan.",1
57,2022-10-18 23:15:04,1.58251E+18,Sandiaga Salahuddin Uno,"Oleh karena itu, di setiap kunjungan, saya pastikan setiap pelaku UMKM merasakan dampak ekonomi dari program yang digulirkan oleh kami di @kemenparekraf baik itu berupa pelatihan agar usahanya naik kelas, pemasaran hingga bantuan akses pada permodalan.",1
58,2022-10-18 23:15:02,1.58251E+18,Sandiaga Salahuddin Uno,"2 tahun kemarin menjadi masa yang berat bagi kita semua, terutama teman-teman pelaku UMKM. https://t.co/Jzr0egUzjK",0
60,2022-10-18 23:14:34,1.58251E+18,Arumi,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dari perusahaan-perusahaan integrator
https://t.co/fYZUus8q4i https://t.co/VamR8ZpGRh",
61,2022-10-18 23:13:45,1.58251E+18,Malaya,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dari perusahaan-perusahaan integrator, Selengkapnya di channel MMC!
https://t.co/9gQgzJcVfB https://t.co/nXN12Z0oIH",
62,2022-10-18 23:12:53,1.58251E+18,Widya Milagros,"RT @TelkomIndonesia: Semakin luasnya jangkauan dari layanan operator yang memanfaatkan tower Mitratel, maka diharapkan akan memacu pergerak…",
63,2022-10-18 23:10:44,1.58251E+18,Ummu Asih,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli dan dominasi yang kuat dari perusahaan-perusahaan integrator,Selengkapnya di channel MMC!

https://t.co/KhAQDsXh98 https://t.co/8qZLa1PEfn",
64,2022-10-18 23:10:36,1.58251E+18,Yulkurniawati,"Monopoli Bisnis Ayam oleh Korporasi, Peternak Ayam Menjerit | Serba-serbi MMC

Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran. Hal ini disebabkan adanya monopoli

https://t.co/inOe4MIoxg https://t.co/rPBsUVQQh2",
65,2022-10-18 23:10:10,1.58251E+18,Rumi,"Saat ini para peternak ayam mandiri dan UMKM sedang dalam kondisi merugi disebabkan harga jual ayam yang merosot tajam di pasaran.simak penjelasannya di MMC
https://t.co/afaVjvDAxV https://t.co/lkedu62JmC",
70,2022-10-18 23:01:11,1.58251E+18,kopipahit,@MurtadhaOne1 @sociotalker @aniesbaswedan Dan hasilnya dilihat dari DATA banjir! Pengendalian banjir DKI lebih baik dibanding sebelumnya. Harga di Kep seribu satu harga! Rumah DP 0 terealisasi bukan hanya janji palsu dan terus berproses. Jakprenuer masih terus membuka UMKM! Keren ga tuh!,1
73,2022-10-18 22:59:15,1.58251E+18,Viviano,RT @minjuumin_: Bank Mandiri selalu memberikan kontribusi untuk Indonesia di usianya ke-24. Mulai dari mewujudkan fasilitas mobil pelayanan…,
74,2022-10-18 22:57:16,1.58251E+18,Hahahahaa,@minjuumin_ Weh up up bagus ini Mandiri bantu UMKM kita,
77,2022-10-18 22:56:18,1.58251E+18,catchthesunset,RT @promo_BRI: Warga Makassar! Yuk ikutan Pesta Rakyat Simpedes @BANKBRI_ID di Lapangan Hasanuddin 21-23 Oktober 2022! Dimeriahkan oleh Sla…,
79,2022-10-18 22:54:12,1.58251E+18,Panggilan Baru,@minjuumin_ Mau heran tapi ini Mandiri yang selalu dukung UMKM Indonesia,
83,2022-10-18 22:50:47,1.5825E+18,Wℹ️LL⭕N🅰️ 😷,"RT @selfmirror_: Peran penting perempuan dalam perekonomian negara 

Menteri BUMN @erickthohir menyampaikan dari jumlah UMKM yang 65,4 juta…",
85,2022-10-18 22:50:20,1.5825E+18,Elmira,"RT @cybacaby: Edisi bantu UMKM teman yg di cancel customernya. 
2 unit bangku
1 unit meja
Bahan Dari kayu jati belanda. https://t.co/DDMDPA…",1
87,2022-10-18 22:47:55,1.5825E+18,𝐁 𝐀 𝐋,@Jerinardian support umkm lah dlu yekaannn,1
88,2022-10-18 22:46:59,1.5825E+18,☕☕☕☕,@minjuumin_ oh ini gue juga liat artikelnya kemaren bagus sih Mandiri dukung UMKM dan bantu pelayanan kesehatan di Jayapura,
91,2022-10-18 22:44:26,1.5825E+18,Tiwi,"@worksfess Intinya gini loh, Indonesia masih ga terlalu berdampak ya karena kita UMKM nya masih kuat. Jadi, saving mah tetep tapi please tetep jajan diluar juga ya terutama pedagang kecil/UMKM karena ya berkat mereka lah nanti kita bisa aman selama resesi 2023",1
93,2022-10-18 22:42:43,1.5825E+18,Siomay/FB :),@minjuumin_ Yup gue setuju sama Mandiri UMKM di indonesia emang mesti didorong dan di bantu,
94,2022-10-18 22:42:23,1.5825E+18,Jal,Terpujilah UMKM yang memakai QRIS di jualannya🙌🙌,1
96,2022-10-18 22:42:14,1.5825E+18,Zic-zac_81,"@idextratime jangan intinya koreksi lagi pengeluaran yg ndak perlu, nabung sebisanya, kalau makan atau jajan lebih baik beli di warung atau toko kelontong deket rumah, bantu UMKM, karena merekah tulang punggung ekonomi kita",1
99,2022-10-18 22:37:45,1.5825E+18,Esemele,@minjuumin_ salut banged sama Mandiri yang dukung UMKM di Indonesia,
101,2022-10-18 22:36:44,1.5825E+18,molen,@minjuumin_ Makasih Mandiri emang udah sepatutnya kita dukung UMKM,
103,2022-10-18 22:36:02,1.5825E+18,Kawit,"@bachrum_achmadi Gak bisa kerja....ngapain diperpanjang dan dibela...?

Mosok APBD hampir Rp400 T, cuma bikin trotoar dan shelter busway..?

Mikir drun..

Gak bisa mengatasi macet, banjir,kumuh, peningkatan pelayanan publik, kesejahteraan masyarakat &amp; UMKM.

Bisanya ngasih bansos ke pendukungnya. https://t.co/yax4YxPGgi",0
104,2022-10-18 22:35:23,1.5825E+18,Detik jabar,UMKM Asia Tenggara Alami 11 Juta Kali Serangan Siber https://t.co/Ue9bkeWgD4,0
107,2022-10-18 22:30:18,1.5825E+18,Zara 🐪,"Siapapun presidennya tetap utamakan UMKM 💪🏻💪🏻💪🏻 
Karena copras capres 5 taon sekali dan makan sehari 2 x minimal
😅
Yuk bisa yuk 
#priorityinlife https://t.co/YCSXNXFmAb",
108,2022-10-18 22:23:32,1.5825E+18,lasiaF,"RT @BapasPlg: 10. Utk sosialisasi,Promosi,Diseminasi,Fasilitasi Pelayanan KI&amp;Pmbentukan Klinik Kekayaan Intelektual,Kanwil Kemenkumham Sums…",
109,2022-10-18 22:15:52,1.5825E+18,Zafira aini salsa,"Erick menyebut capaian Himbara juga berangkat dari komitmen refocusing bisnis dengan memiliki segmentasi yang berbeda. Erick menaruh BRI sebagai bank rakyat yang fokus dalam pembiayaan untuk UMKM dan masyarakat pedesaan

#ETKuatkanBUMN
#ETMajukanBUMN",
136,2022-10-18 22:07:08,1.58249E+18,Nobody.hft,@m_sael @brahma_kali @worksfess Mencegah resesi di Indonesia yaitu dengan support UMKM nya karena ekonomi kita tergantung dr mereka,1
137,2022-10-18 22:04:56,1.58249E+18,raumdeuter25,"RT @azizmsthf: @idextratime Terserah lu deh, gw cuma peduli ama UMKM sekitar stadion, semoga rezeki mereka nanti makin naik pas pildun.",1
138,2022-10-18 21:55:11,1.58249E+18,torang satu,"Pemeirntah Manokwari Bantu Usaha 333 Pelaku UMKM asli Papua.
.
.
#Papua #PapuaAdalahKita #PapuaIndonesia #Papuadamai #PapuaBarat #PemekaranWilayah #OtsusPapua #DOBPapua #YukDukungPapuaDamai https://t.co/sZ67nurWI5",1
140,2022-10-18 21:51:29,1.58249E+18,torang satu,"Dinas Koperasi dan UMKM Kab Jayapura dapat dana Otsus.
.
.
#Papua #PapuaAdalahKita #PapuaIndonesia #Papuadamai #PapuaBarat #PemekaranWilayah #OtsusPapua #DOBPapua #YukDukungPapuaDamai https://t.co/3DAXfzxmFB",
142,2022-10-18 21:49:27,1.58249E+18,Irwan Iding,"RT @Menlu_RI: Hari ini saya mendampingi Bapak Wakil Presiden @Kiyai_MarufAmin bertemu dengan diaspora kita di Singapura🇮🇩🇸🇬

Senang dapat b…",
143,2022-10-18 21:46:09,1.58249E+18,Nio,Bisnis umkm di sulawesi itu sampe kapanpun akan sangat sulit menyaingi umkm di pulau jawa. Secara jumlah penduduk aja udah kalah jauh 🤣.,0
144,2022-10-18 21:32:44,1.58248E+18,AL,"@elnino73309425 @Smile_faisol @tanganbelang_tb Bang aku boleh tag orangnya gak supaya orang kayak mereka baca? Soalnya gara-gara mereka ini yg jualan ketakutan malah bikin UMKM kayak kami nih penjualanmya drop abis 🙂🙂 karena kan di ajar berhemat yaa, udah tau orang Indo tuh nyerap info kadang gak selesai.",
145,2022-10-18 21:22:30,1.58248E+18,Mau mu apa,"@Urrangawak @ganjarpranowo Sekrg aja @ChusnulCh__ itu jualan Deklarasi Ganjar pake Kaos dan Sembako Uang nya darimana kata @_ekokuntadhi dari jualan Kaos Relawan...coba harga Kaos berapa ntuk dapat sembako, kaos dangdutan dan Modal UMKM 🤣😂🤣😂",
146,2022-10-18 21:22:27,1.58248E+18,yor not forger's,Lu tau cara efektif dan sangat indonesia supaya kita gk ikutan resesi apaan? Tetep belanja ke abang bakso dan jajan olshop lokal👏👏👏 karena lbh dari 80% perekonomian kita ditopang umkm kita yg perlu gotong royong buat tetep muter roda ekonomi negara,1
147,2022-10-18 21:20:00,1.58248E+18,reMBelakangciiiit,RT @jeeeek_: Untuk kemajuan produk dalam negeri yang dihasilkan BUMN. Pengusaha ritel dan pusat pembelanjaan perlu membantu UMKM dalam mema…,1
148,2022-10-18 20:55:44,1.58248E+18,Riza Hariati • 依扎 🇮🇩,"Masih juga. Non stop. 03.45
#umkm #tetangga #sikopet https://t.co/SEVhtoJKSW",
149,2022-10-18 20:55:08,1.58248E+18,Ki,"Ngang ngong ngang ngong ujungnya buat join invesnya doi, umkm tuh bantu kalo mau roda perekonomian berputar",1
151,2022-10-18 20:40:44,1.58247E+18,Ahmad,@boleh_merokok Harus di dukung ini produk lokalan/UMKM dan bisa menyerap tembak masyarakat 😄,1
153,2022-10-18 20:33:46,1.58247E+18,Riza Hariati • 依扎 🇮🇩,"Pagi2 tetangga sikopet dengan asapnya sudah meracuni udara
#umkm #tetangga #sikopet https://t.co/Ze7ElvIvXj",
155,2022-10-18 20:30:36,1.58247E+18,Joglosemar News,Sandiaga Sebut Program Gernas BI Picu Transformasi Jutaan UMKM ke Ekosistem Ekonomi Digital https://t.co/w9KyaH1yRM,
157,2022-10-18 20:19:57,1.58247E+18,Did!,"Para pelaku UMKM ikan hias di Indonesia dapat memanfaatkan momentum kenaikan nilai pangsa pasar ikan hias dunia, sehingga skala bisnis mereka semakin bertambah dan menciptakan lapangan kerja dengan bergabung ke dalam rantai pasok global pasar ikan hias. https://t.co/syJMcArnzp",1
158,2022-10-18 20:11:42,1.58246E+18,Bukan Siapa2,"RT @twuicei: Menteri BUMN @erickthohir  mengungkapkan, UMKM di Indonesia berkontribusi 2/3 dr PDB Indonesia, serta menyerap lebih dari 97%…",1
161,2022-10-18 19:50:46,1.58246E+18,tiyarmangulo.com,Kebangkitan UMKM https://t.co/m1Q2yTZCvA,
163,2022-10-18 19:48:27,1.58246E+18,Reemisaha,RT @sandra_hut: MenKopUKM Teten Masduki menyebutkan budaya domba tangkas atau domba adu Garut yang sudah mengakar sejak dulu potensial menj…,
164,2022-10-18 19:46:10,1.58246E+18,Bintang,Yang akan baik baik saja adalah UMKM.. yey hidup para UMKM 💜💜,1
167,2022-10-18 19:28:59,1.58245E+18,Yoseph,"RT @gusbaster87: selamat pagiii
jangan lupa untuk support umkm sekitarmu https://t.co/EaYe9oZcc9",1
168,2022-10-18 19:25:26,1.58245E+18,𝐃𝐢𝐚𝐧𝐚.,RT @gaudriella: Seneng liat Bella ikut mensupport UMKM daerah. 🥹 https://t.co/RBQfmnIyXS,
174,2022-10-18 18:41:59,1.58244E+18,Pemudasetengahbapak,"Isu resesi yg di goreng terus bisa berdampak pada kelangsungan para pedagang atau umkm, knapa? Ya.. banyak org pada ketakutan dan saving money mereka , alhasil yg trjadi daya beli masyarakat jd pd turun, gw salah satu yg kena dampaknya.",
178,2022-10-18 18:35:13,1.58244E+18,rara,@minjuumin_ big respect buat Mandiri yang mendorong perkembangan UMKM agar semakin naik kelas dan sejahtera,
185,2022-10-18 18:24:17,1.58244E+18,Jasa Website Bandung,"Jasa website, Jasa Web, Jasa Web Murah, Jasa website, jasa website murah, jasa web perusahaan, jasa website perusahaan, jasa website ukm, jasa web ukm,jasa web umkm",
186,2022-10-18 18:19:41,1.58244E+18,Eko ikhsan,"RT @TajYasinMZ: Muskerwil II &amp; Harlah Nahdlatul Ulama (NU) ke-99 dilaksanakan di halaman perpustakaan MAJT

Pada penutupan acara jg diadaka…",
187,2022-10-18 18:19:06,1.58244E+18,Eko ikhsan,RT @TajYasinMZ: Salah satu peran pemprov utk mendorong tumbuhnya industri adalah memberikan kemudahan akses perizinan bagi industri &amp; pelak…,1
188,2022-10-18 18:18:24,1.58244E+18,Eko ikhsan,"RT @TajYasinMZ: Kami mendukung berbagai program peningkatan pertumbuhan ekonomi saat ini, Diantaranya program UMKM bangkit, diluncurkan ole…",1
189,2022-10-18 17:57:31,1.58243E+18,material girlll😈,"@Fjrin9 @worksfess Gw gak ahli finance tapi emang setahuku kalo mau selamat dari resesi perekonomian harus ttp jalan, penguatan umkm juga perlu kalo semua milih invest ntar duit tidak berputar kak jadi nanti taulah ya bagaimana jadinya",1
190,2022-10-18 17:57:16,1.58243E+18,diksikalasenja,"WORKSHOP DI ERA DIGITAL

Dalam rangka mendukung kinerja UMKM khususnya di Desa Sukorejo, Kabupaten Bondowoso maka saya dan teman-teman Ilmu Komunikasi akan mengadakan pelatihan berbasis teknologi.

Untuk belajar lebih dalam perkara digital marketing, yuk belajar bersama! https://t.co/q81NmFAV6E",
191,2022-10-18 17:56:19,1.58243E+18,dharma,RT @sandiuno: Saya tegaskan kembali betapa pentingnya peran UMKM untuk menghadapi ketidakpastian kondisi resesi ekonomi atau ‘ekonomi gelap…,1
193,2022-10-18 17:47:23,1.58243E+18,𝙂𝘼𝙉𝙏𝘼𝙍 𝙂𝙄𝙒𝘼𝙉𝙂,"RT @AdamVelcro: Teman² Tuitlen yg budiman.. 🙏
Buat temen² yang mau gabung di dunia UMKM boleh disimak di channel ini 👇👇👇 semoga bermanfaat…",
195,2022-10-18 17:43:02,1.58243E+18,benarnara,"RT @bank_indonesia: #SobatRupiah, kini transaksi pembayaran di UMKM semakin mudah karena ada QRIS, hanya dengan satu klik saja, transaksi b…",
196,2022-10-18 17:41:42,1.58243E+18,material girlll😈,"Trueee banget, gw juga bingung padahal penguatan umkm bisa jadi solusi penyelamat di masa resesi hmm https://t.co/iQPVLho9ux",1
197,2022-10-18 17:29:09,1.58242E+18,#BUJAMA,"RT @dpdrijakarta: LaNyalla Ajak Kepala Daerah Genjot Produksi UMKM

Link: https://t.co/VxnCpwsP7R

@DPDRI https://t.co/cKM3UxYjuL",1
